,xc,yb,surf,airfoil,alpha,M,Re,chord,taper ratio,span,le sweep,cp,source,std,case
15811,0.001938,0.6084,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.750726003,NASA-TN-D-8307/rectangular,0,89
15812,0.0,0.6084,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.358873881,NASA-TN-D-8307/rectangular,0,89
15813,0.001938,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.971053731,NASA-TN-D-8307/rectangular,0,89
15814,0.005101,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.970628754,NASA-TN-D-8307/rectangular,0,89
15815,0.008412,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.869446963,NASA-TN-D-8307/rectangular,0,89
15816,0.012003,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.772403388,NASA-TN-D-8307/rectangular,0,89
15817,0.015533,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.659210675,NASA-TN-D-8307/rectangular,0,89
15818,0.020164,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.570231046,NASA-TN-D-8307/rectangular,0,89
15819,0.026691,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.456995835,NASA-TN-D-8307/rectangular,0,89
15820,0.043449,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.266749419,NASA-TN-D-8307/rectangular,0,89
15821,0.068029,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.108695036,NASA-TN-D-8307/rectangular,0,89
15822,0.096415,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.027184383,NASA-TN-D-8307/rectangular,0,89
15823,0.127694,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.034060163,NASA-TN-D-8307/rectangular,0,89
15824,0.161629,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.091166492,NASA-TN-D-8307/rectangular,0,89
15825,0.197963,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.144304595,NASA-TN-D-8307/rectangular,0,89
15826,0.236335,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.128856669,NASA-TN-D-8307/rectangular,0,89
15827,0.276981,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.157739191,NASA-TN-D-8307/rectangular,0,89
15828,0.319442,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.158355409,NASA-TN-D-8307/rectangular,0,89
15829,0.363751,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.138790515,NASA-TN-D-8307/rectangular,0,89
15830,0.410335,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.131364036,NASA-TN-D-8307/rectangular,0,89
15831,0.458507,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.131916506,NASA-TN-D-8307/rectangular,0,89
15832,0.508984,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.124447529,NASA-TN-D-8307/rectangular,0,89
15833,0.561119,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.129031972,NASA-TN-D-8307/rectangular,0,89
15834,0.615491,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.109488327,NASA-TN-D-8307/rectangular,0,89
15835,0.671552,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.093891659,NASA-TN-D-8307/rectangular,0,89
15836,0.72819,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.074263018,NASA-TN-D-8307/rectangular,0,89
15837,0.785998,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.038485239,NASA-TN-D-8307/rectangular,0,89
15838,0.843881,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.014782128,NASA-TN-D-8307/rectangular,0,89
15839,0.900483,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.03307032,NASA-TN-D-8307/rectangular,0,89
15840,0.95624,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.076954542,NASA-TN-D-8307/rectangular,0,89
15841,0.99619,0.6084,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.165360452,NASA-TN-D-8307/rectangular,0,89
15842,0.99619,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.155825526,NASA-TN-D-8307/rectangular,0,89
15843,0.95624,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.069683408,NASA-TN-D-8307/rectangular,0,89
15844,0.900483,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.007361904,NASA-TN-D-8307/rectangular,0,89
15845,0.843881,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.057142919,NASA-TN-D-8307/rectangular,0,89
15846,0.785998,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.115994619,NASA-TN-D-8307/rectangular,0,89
15847,0.72819,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.165749512,NASA-TN-D-8307/rectangular,0,89
15848,0.671552,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.22914635,NASA-TN-D-8307/rectangular,0,89
15849,0.615491,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.265291951,NASA-TN-D-8307/rectangular,0,89
15850,0.561119,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.301431022,NASA-TN-D-8307/rectangular,0,89
15851,0.508984,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.342134822,NASA-TN-D-8307/rectangular,0,89
15852,0.458507,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.360119462,NASA-TN-D-8307/rectangular,0,89
15853,0.410335,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.414412963,NASA-TN-D-8307/rectangular,0,89
15854,0.363751,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.455084111,NASA-TN-D-8307/rectangular,0,89
15855,0.319442,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.536609257,NASA-TN-D-8307/rectangular,0,89
15856,0.276981,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.468360355,NASA-TN-D-8307/rectangular,0,89
15857,0.236335,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.640644591,NASA-TN-D-8307/rectangular,0,89
15858,0.197963,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.645000348,NASA-TN-D-8307/rectangular,0,89
15859,0.161629,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.744647273,NASA-TN-D-8307/rectangular,0,89
15860,0.127694,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.826133237,NASA-TN-D-8307/rectangular,0,89
15861,0.096415,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.921241554,NASA-TN-D-8307/rectangular,0,89
15862,0.068029,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.975469751,NASA-TN-D-8307/rectangular,0,89
15863,0.043449,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-1.084161239,NASA-TN-D-8307/rectangular,0,89
15864,0.026691,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-1.056714092,NASA-TN-D-8307/rectangular,0,89
15865,0.020164,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-1.251782791,NASA-TN-D-8307/rectangular,0,89
15866,0.015533,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-1.215395566,NASA-TN-D-8307/rectangular,0,89
15867,0.012003,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-1.197162772,NASA-TN-D-8307/rectangular,0,89
15868,0.008412,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-1.124473217,NASA-TN-D-8307/rectangular,0,89
15869,0.005101,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-1.006384526,NASA-TN-D-8307/rectangular,0,89
15870,0.001938,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.552386633,NASA-TN-D-8307/rectangular,0,89
15871,0.0,0.7218,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.546132715,NASA-TN-D-8307/rectangular,0,89
15872,0.001938,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.963488698,NASA-TN-D-8307/rectangular,0,89
15873,0.005101,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.963371151,NASA-TN-D-8307/rectangular,0,89
15874,0.008412,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.818037754,NASA-TN-D-8307/rectangular,0,89
15875,0.012003,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.704500731,NASA-TN-D-8307/rectangular,0,89
15876,0.015533,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.609111608,NASA-TN-D-8307/rectangular,0,89
15877,0.020164,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.536415523,NASA-TN-D-8307/rectangular,0,89
15878,0.026691,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.391082126,NASA-TN-D-8307/rectangular,0,89
15879,0.043449,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.19572609,NASA-TN-D-8307/rectangular,0,89
15880,0.068029,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.07748067,NASA-TN-D-8307/rectangular,0,89
15881,0.096415,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.008987967,NASA-TN-D-8307/rectangular,0,89
15882,0.127694,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.109052835,NASA-TN-D-8307/rectangular,0,89
15883,0.161629,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.118325961,NASA-TN-D-8307/rectangular,0,89
15884,0.197963,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.163901418,NASA-TN-D-8307/rectangular,0,89
15885,0.236335,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.145929838,NASA-TN-D-8307/rectangular,0,89
15886,0.276981,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.182428079,NASA-TN-D-8307/rectangular,0,89
15887,0.319442,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.187136476,NASA-TN-D-8307/rectangular,0,89
15888,0.363751,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.164606698,NASA-TN-D-8307/rectangular,0,89
15889,0.410335,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.133006234,NASA-TN-D-8307/rectangular,0,89
15890,0.458507,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.146798377,NASA-TN-D-8307/rectangular,0,89
15891,0.508984,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.133358874,NASA-TN-D-8307/rectangular,0,89
15892,0.561119,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.133522134,NASA-TN-D-8307/rectangular,0,89
15893,0.615491,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.106434156,NASA-TN-D-8307/rectangular,0,89
15894,0.671552,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.09751367,NASA-TN-D-8307/rectangular,0,89
15895,0.72819,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.074983892,NASA-TN-D-8307/rectangular,0,89
15896,0.785998,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.066050345,NASA-TN-D-8307/rectangular,0,89
15897,0.843881,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.011756844,NASA-TN-D-8307/rectangular,0,89
15898,0.900483,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.010805587,NASA-TN-D-8307/rectangular,0,89
15899,0.95624,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.069683408,NASA-TN-D-8307/rectangular,0,89
15900,0.99619,0.7218,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.173973426,NASA-TN-D-8307/rectangular,0,89
15901,0.99619,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.167349885,NASA-TN-D-8307/rectangular,0,89
15902,0.95624,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.085621982,NASA-TN-D-8307/rectangular,0,89
15903,0.900483,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.003872849,NASA-TN-D-8307/rectangular,0,89
15904,0.843881,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.04932088,NASA-TN-D-8307/rectangular,0,89
15905,0.785998,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.102514609,NASA-TN-D-8307/rectangular,0,89
15906,0.72819,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.131218629,NASA-TN-D-8307/rectangular,0,89
15907,0.671552,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.196673136,NASA-TN-D-8307/rectangular,0,89
15908,0.615491,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.237627318,NASA-TN-D-8307/rectangular,0,89
15909,0.561119,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.278581501,NASA-TN-D-8307/rectangular,0,89
15910,0.508984,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.315448757,NASA-TN-D-8307/rectangular,0,89
15911,0.458507,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.32378184,NASA-TN-D-8307/rectangular,0,89
15912,0.410335,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.376980876,NASA-TN-D-8307/rectangular,0,89
15913,0.363751,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.417956289,NASA-TN-D-8307/rectangular,0,89
15914,0.319442,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.495666266,NASA-TN-D-8307/rectangular,0,89
15915,0.276981,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.422340446,NASA-TN-D-8307/rectangular,0,89
15916,0.236335,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.58987787,NASA-TN-D-8307/rectangular,0,89
15917,0.197963,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.614510887,NASA-TN-D-8307/rectangular,0,89
15918,0.161629,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.700394716,NASA-TN-D-8307/rectangular,0,89
15919,0.127694,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.753636214,NASA-TN-D-8307/rectangular,0,89
15920,0.096415,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.798735707,NASA-TN-D-8307/rectangular,0,89
15921,0.068029,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.921391253,NASA-TN-D-8307/rectangular,0,89
15922,0.043449,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-1.039970489,NASA-TN-D-8307/rectangular,0,89
15923,0.026691,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.962616128,NASA-TN-D-8307/rectangular,0,89
15924,0.020164,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-1.068828432,NASA-TN-D-8307/rectangular,0,89
15925,0.015533,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-1.109718922,NASA-TN-D-8307/rectangular,0,89
15926,0.012003,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-1.170980349,NASA-TN-D-8307/rectangular,0,89
15927,0.008412,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-1.007800544,NASA-TN-D-8307/rectangular,0,89
15928,0.005101,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.750727597,NASA-TN-D-8307/rectangular,0,89
15929,0.001938,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.416151673,NASA-TN-D-8307/rectangular,0,89
15930,0.0,0.8186,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.534711447,NASA-TN-D-8307/rectangular,0,89
15931,0.001938,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.983853989,NASA-TN-D-8307/rectangular,0,89
15932,0.005101,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.902327779,NASA-TN-D-8307/rectangular,0,89
15933,0.008412,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.767724608,NASA-TN-D-8307/rectangular,0,89
15934,0.012003,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.6779927,NASA-TN-D-8307/rectangular,0,89
15935,0.015533,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.559705387,NASA-TN-D-8307/rectangular,0,89
15936,0.020164,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.441412767,NASA-TN-D-8307/rectangular,0,89
15937,0.026691,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.32719115,NASA-TN-D-8307/rectangular,0,89
15938,0.043449,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.180443971,NASA-TN-D-8307/rectangular,0,89
15939,0.068029,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.050033881,NASA-TN-D-8307/rectangular,0,89
15940,0.096415,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.019151936,NASA-TN-D-8307/rectangular,0,89
15941,0.127694,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.116919696,NASA-TN-D-8307/rectangular,0,89
15942,0.161629,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.112647001,NASA-TN-D-8307/rectangular,0,89
15943,0.197963,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.161456573,NASA-TN-D-8307/rectangular,0,89
15944,0.236335,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.161286727,NASA-TN-D-8307/rectangular,0,89
15945,0.276981,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.201943678,NASA-TN-D-8307/rectangular,0,89
15946,0.319442,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.185452667,NASA-TN-D-8307/rectangular,0,89
15947,0.363751,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.156722108,NASA-TN-D-8307/rectangular,0,89
15948,0.410335,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.160660419,NASA-TN-D-8307/rectangular,0,89
15949,0.458507,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.160517111,NASA-TN-D-8307/rectangular,0,89
15950,0.508984,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.139960405,NASA-TN-D-8307/rectangular,0,89
15951,0.561119,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.135730171,NASA-TN-D-8307/rectangular,0,89
15952,0.615491,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.111102462,NASA-TN-D-8307/rectangular,0,89
15953,0.671552,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.11504608,NASA-TN-D-8307/rectangular,0,89
15954,0.72819,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.086304906,NASA-TN-D-8307/rectangular,0,89
15955,0.785998,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.057616809,NASA-TN-D-8307/rectangular,0,89
15956,0.843881,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.02073363,NASA-TN-D-8307/rectangular,0,89
15957,0.900483,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.01202547,NASA-TN-D-8307/rectangular,0,89
15958,0.95624,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.077464054,NASA-TN-D-8307/rectangular,0,89
15959,0.99619,0.8186,L,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.159191956,NASA-TN-D-8307/rectangular,0,89
15960,0.99619,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.157258065,NASA-TN-D-8307/rectangular,0,89
15961,0.95624,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.092741935,NASA-TN-D-8307/rectangular,0,89
15962,0.900483,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,0.008064516,NASA-TN-D-8307/rectangular,0,89
15963,0.843881,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.028225806,NASA-TN-D-8307/rectangular,0,89
15964,0.785998,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.084677419,NASA-TN-D-8307/rectangular,0,89
15965,0.72819,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.129032258,NASA-TN-D-8307/rectangular,0,89
15966,0.671552,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.157258065,NASA-TN-D-8307/rectangular,0,89
15967,0.615491,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.193548387,NASA-TN-D-8307/rectangular,0,89
15968,0.561119,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.245967742,NASA-TN-D-8307/rectangular,0,89
15969,0.508984,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.27016129,NASA-TN-D-8307/rectangular,0,89
15970,0.458507,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.266129032,NASA-TN-D-8307/rectangular,0,89
15971,0.410335,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.318548387,NASA-TN-D-8307/rectangular,0,89
15972,0.363751,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.370967742,NASA-TN-D-8307/rectangular,0,89
15973,0.319442,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.431451613,NASA-TN-D-8307/rectangular,0,89
15974,0.276981,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.379032258,NASA-TN-D-8307/rectangular,0,89
15975,0.236335,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.52016129,NASA-TN-D-8307/rectangular,0,89
15976,0.197963,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.564516129,NASA-TN-D-8307/rectangular,0,89
15977,0.161629,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.649193548,NASA-TN-D-8307/rectangular,0,89
15978,0.127694,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.681451613,NASA-TN-D-8307/rectangular,0,89
15979,0.096415,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.733870968,NASA-TN-D-8307/rectangular,0,89
15980,0.068029,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.834677419,NASA-TN-D-8307/rectangular,0,89
15981,0.043449,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.907258065,NASA-TN-D-8307/rectangular,0,89
15982,0.026691,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.927419355,NASA-TN-D-8307/rectangular,0,89
15983,0.020164,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.951612903,NASA-TN-D-8307/rectangular,0,89
15984,0.015533,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-1.016129032,NASA-TN-D-8307/rectangular,0,89
15985,0.012003,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.987903226,NASA-TN-D-8307/rectangular,0,89
15986,0.008412,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.883064516,NASA-TN-D-8307/rectangular,0,89
15987,0.005101,0.8965,U,NACA0012,4.64,0.13,3000000.0,1.0,1.0,2.95,0.0,-0.629032258,NASA-TN-D-8307/rectangular,0,89
